Player_Name,Full_Name,Country,Role,Primary_Batting_Phase,Best_to_Worst_Venues,General_Fielding_Position,Loose_Fielding_Position,Total_Dropped_Catches,Clash_Pace_Tactic,Clash_Spin_Tactic,Batting_Against_Him_Tactic,Coach_Tape_Suggestion,Primary_Threat_Bowler,Primary_Nightmare_Batter,Overall_Bat_SR,Pressure_Bat_SR_Death,Overall_Bowl_Econ,Pressure_Bowl_Econ_Death,Wickets,Balls_Bowled
BB McCullum,Not Available,Not Available,Batsman,Top Order Aggressor,"Eden Gardens > MA Chidambaram Stadium, Chepauk > Saurashtra Cricket Association Stadium > M Chinnaswamy Stadium",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,BB McCullum is a Top Order Aggressor. Strongest at Eden Gardens. Beware of AR Patel who owns this matchup.,AR Patel,Not Available,126.8,181.0,0.0,0.0,0,0
SM Pollock,Not Available,Not Available,All-Rounder,Middle Order Anchor,Wankhede Stadium > Dr DY Patil Sports Academy,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Elite threat. Treat with immense respect. Focus on rotating the strike and do not take unnecessary aerial risks. Historically, KC Sangakkara completely owns this bowler. Emulate that aggressive footprint.",SM Pollock is a Middle Order Anchor. Strongest at Wankhede Stadium. Keep away from KC Sangakkara who hits them at will.,Not Available,KC Sangakkara,126.7,181.8,6.45,8.0,11,280
Gulbadin Naib,Not Available,Not Available,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,Gulbadin Naib is a Death Over Finisher. Strongest at most grounds.,Not Available,Not Available,126.7,150.0,12.0,0.0,0,6
D Padikkal,Not Available,Not Available,Batsman,Middle Order Anchor,"Wankhede Stadium, Mumbai > M Chinnaswamy Stadium, Bengaluru > Dubai International Cricket Stadium > Sheikh Zayed Stadium",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"D Padikkal is a Middle Order Anchor. Strongest at Wankhede Stadium, Mumbai. Beware of Rashid Khan who owns this matchup.",Rashid Khan,Not Available,126.6,135.3,0.0,0.0,0,0
AC Voges,Not Available,Not Available,Batsman,Middle Order Anchor,"Sardar Patel Stadium, Motera > Sawai Mansingh Stadium",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Play out his deliveries on merit and wait for loose balls. ,"AC Voges is a Middle Order Anchor. Strongest at Sardar Patel Stadium, Motera.",Not Available,Not Available,126.6,151.8,8.14,5.0,0,56
RV Uthappa,Not Available,Not Available,Batsman,Middle Order Anchor,Eden Gardens > Subrata Roy Sahara Stadium > M Chinnaswamy Stadium > Wankhede Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,RV Uthappa is a Middle Order Anchor. Strongest at Eden Gardens. Beware of R Ashwin who owns this matchup.,R Ashwin,Not Available,126.2,165.3,0.0,0.0,0,0
SM Katich,Not Available,Not Available,Batsman,Top Order Aggressor,"Punjab Cricket Association Stadium, Mohali",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"SM Katich is a Top Order Aggressor. Strongest at Punjab Cricket Association Stadium, Mohali. Beware of MF Maharoof who owns this matchup.",MF Maharoof,Not Available,126.2,125.0,0.0,0.0,0,0
Ankit Sharma,Not Available,Not Available,Bowler,Death Over Finisher,"JSCA International Stadium Complex > Sardar Patel Stadium, Motera > Barabati Stadium",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, AB de Villiers completely owns this bowler. Emulate that aggressive footprint.",Ankit Sharma is a Death Over Finisher. Strongest at JSCA International Stadium Complex. Keep away from AB de Villiers who hits them at will.,S Badree,AB de Villiers,126.1,137.1,7.2,11.31,12,375
S Vidyut,Not Available,Not Available,Batsman,Top Order Aggressor,"MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"S Vidyut is a Top Order Aggressor. Strongest at MA Chidambaram Stadium, Chepauk. Beware of PJ Sangwan who owns this matchup.",PJ Sangwan,Not Available,126.1,0.0,10.15,0.0,1,13
SW Billings,Not Available,Not Available,Batsman,Middle Order Anchor,"Feroz Shah Kotla > MA Chidambaram Stadium > Dr DY Patil Sports Academy, Mumbai > Maharashtra Cricket Association Stadium, Pune",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,SW Billings is a Middle Order Anchor. Strongest at Feroz Shah Kotla. Beware of UT Yadav who owns this matchup.,UT Yadav,Not Available,126.1,166.2,0.0,0.0,0,0
STR Binny,Not Available,Not Available,All-Rounder,Middle Order Anchor,"Sawai Mansingh Stadium > M Chinnaswamy Stadium > Eden Gardens > Sardar Patel Stadium, Motera",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, MEK Hussey completely owns this bowler. Emulate that aggressive footprint.",STR Binny is a Middle Order Anchor. Strongest at Sawai Mansingh Stadium. Beware of MG Johnson who owns this matchup. Keep away from MEK Hussey who hits them at will.,MG Johnson,MEK Hussey,125.7,149.2,7.44,9.54,22,611
CL White,Not Available,Not Available,Batsman,Middle Order Anchor,"Rajiv Gandhi International Stadium, Uppal > M Chinnaswamy Stadium > MA Chidambaram Stadium, Chepauk > Punjab Cricket Association Stadium, Mohali",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"CL White is a Middle Order Anchor. Strongest at Rajiv Gandhi International Stadium, Uppal. Beware of MN Samuels who owns this matchup.",MN Samuels,Not Available,125.5,182.4,11.22,0.0,1,46
M Vohra,Not Available,Not Available,Batsman,Top Order Aggressor,"Rajiv Gandhi International Stadium, Uppal > Punjab Cricket Association Stadium, Mohali > Punjab Cricket Association IS Bindra Stadium, Mohali > Eden Gardens",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"M Vohra is a Top Order Aggressor. Strongest at Rajiv Gandhi International Stadium, Uppal. Beware of Imran Tahir who owns this matchup.",Imran Tahir,Not Available,125.5,221.4,0.0,0.0,0,0
V Shankar,Not Available,Not Available,All-Rounder,Middle Order Anchor,"MA Chidambaram Stadium, Chepauk, Chennai > Dubai International Cricket Stadium > Narendra Modi Stadium, Ahmedabad > Arun Jaitley Stadium",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, N Rana completely owns this bowler. Emulate that aggressive footprint.","V Shankar is a Middle Order Anchor. Strongest at MA Chidambaram Stadium, Chepauk, Chennai. Beware of PP Chawla who owns this matchup. Keep away from N Rana who hits them at will.",PP Chawla,N Rana,125.2,158.5,8.0,7.76,9,258
DJ Bravo,Not Available,Not Available,All-Rounder,Middle Order Anchor,"MA Chidambaram Stadium, Chepauk > Wankhede Stadium > Eden Gardens > Rajiv Gandhi International Stadium, Uppal",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, AD Russell completely owns this bowler. Emulate that aggressive footprint.","DJ Bravo is a Middle Order Anchor. Strongest at MA Chidambaram Stadium, Chepauk. Beware of JJ Bumrah who owns this matchup. Keep away from AD Russell who hits them at will.",JJ Bumrah,AD Russell,125.1,167.7,7.94,8.86,183,3296
A Choudhary,Not Available,Not Available,New Addition,Death Over Finisher,M Chinnaswamy Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Play out his deliveries on merit and wait for loose balls. ,A Choudhary is a Death Over Finisher. Strongest at M Chinnaswamy Stadium.,Not Available,Not Available,125.0,125.0,8.0,8.89,5,108
Arshad Khan (2),Not Available,Not Available,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,Arshad Khan (2) is a Death Over Finisher. Strongest at most grounds.,Not Available,Not Available,125.0,125.0,11.08,0.0,0,13
OA Shah,Not Available,Not Available,Batsman,Middle Order Anchor,Sawai Mansingh Stadium > Wankhede Stadium > Eden Gardens > M Chinnaswamy Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,OA Shah is a Middle Order Anchor. Strongest at Sawai Mansingh Stadium. Beware of SP Narine who owns this matchup.,SP Narine,Not Available,124.9,150.3,0.0,0.0,0,0
RA Jadeja,Not Available,Not Available,All-Rounder,Middle Order Anchor,"MA Chidambaram Stadium, Chepauk, Chennai > MA Chidambaram Stadium, Chepauk > Dubai International Cricket Stadium > Wankhede Stadium, Mumbai",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, CH Gayle completely owns this bowler. Emulate that aggressive footprint.","RA Jadeja is a Middle Order Anchor. Strongest at MA Chidambaram Stadium, Chepauk, Chennai. Beware of A Mishra who owns this matchup. Keep away from CH Gayle who hits them at will.",A Mishra,CH Gayle,124.8,143.0,7.54,8.55,177,4261
MC Henriques,Not Available,Not Available,All-Rounder,Middle Order Anchor,"Rajiv Gandhi International Stadium, Uppal > Feroz Shah Kotla > Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium > M Chinnaswamy Stadium",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, AJ Finch completely owns this bowler. Emulate that aggressive footprint.","MC Henriques is a Middle Order Anchor. Strongest at Rajiv Gandhi International Stadium, Uppal. Beware of SR Watson who owns this matchup. Keep away from AJ Finch who hits them at will.",SR Watson,AJ Finch,124.8,164.2,7.9,9.15,42,979
Yuvraj Singh,Not Available,Not Available,All-Rounder,Middle Order Anchor,"M Chinnaswamy Stadium > Dr DY Patil Sports Academy > Punjab Cricket Association Stadium, Mohali > Rajiv Gandhi International Stadium, Uppal",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, YK Pathan completely owns this bowler. Emulate that aggressive footprint.",Yuvraj Singh is a Middle Order Anchor. Strongest at M Chinnaswamy Stadium. Beware of UT Yadav who owns this matchup. Keep away from YK Pathan who hits them at will.,UT Yadav,YK Pathan,124.8,169.3,7.33,8.0,36,882
Azhar Mahmood,Not Available,Not Available,All-Rounder,Middle Order Anchor,"Punjab Cricket Association Stadium, Mohali > Himachal Pradesh Cricket Association Stadium > M Chinnaswamy Stadium > MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, RG Sharma completely owns this bowler. Emulate that aggressive footprint.","Azhar Mahmood is a Middle Order Anchor. Strongest at Punjab Cricket Association Stadium, Mohali. Beware of Harbhajan Singh who owns this matchup. Keep away from RG Sharma who hits them at will.",Harbhajan Singh,RG Sharma,124.8,130.9,7.61,9.36,29,552
