Player_Name,Full_Name,Country,Role,Primary_Batting_Phase,Best_to_Worst_Venues,General_Fielding_Position,Loose_Fielding_Position,Total_Dropped_Catches,Clash_Pace_Tactic,Clash_Spin_Tactic,Batting_Against_Him_Tactic,Coach_Tape_Suggestion,Primary_Threat_Bowler,Primary_Nightmare_Batter,Overall_Bat_SR,Pressure_Bat_SR_Death,Overall_Bowl_Econ,Pressure_Bowl_Econ_Death,Wickets,Balls_Bowled,Team
SE Rutherford,Sherfane Rutherford,West Indies,Batsman,Middle Order Anchor,"Narendra Modi Stadium, Ahmedabad > Wankhede Stadium, Mumbai > Arun Jaitley Stadium",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,V Nigam,Not Available,134.8,146.3,7.7,2.4,1,46,Mumbai Indians
Nithish Kumar Reddy,Nitish Kumar Reddy,India,All-Rounder,Middle Order Anchor,"Rajiv Gandhi International Stadium, Uppal, Hyderabad > Eden Gardens, Kolkata > Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur > Arun Jaitley Stadium, Delhi",Unknown,Not Available,0,Vulnerable to raw pace angling into his pads early in his innings.,Can be beaten in flight by high-quality wrist spin.,Medium pacer. Exploit his lack of raw pace with aggressive intent.,Promising all-rounder. Test his technique with sharp incoming deliveries before he gets set.,MA Starc,JM Sharma,134.5,179.4,10.11,12.0,11,286,Sunrisers Hyderabad
SR Watson,Shane Watson,Australia,All-Rounder,Middle Order Anchor,"Sawai Mansingh Stadium > M Chinnaswamy Stadium > Wankhede Stadium > Sardar Patel Stadium, Motera",Unknown,Not Available,0,Highly vulnerable to sharp inswing targeting the front pad. Prime LBW candidate.,Can be beaten in flight by high-quality wrist spin.,Struggles to generate express pace. Look to attack his slower cutters.,Powerful all-rounder. Attack his pads early with the new ball before he settles.,AR Patel,BCJ Cutting,134.2,180.5,7.53,9.03,92,2137,Chennai Super Kings
RA Tripathi,Rahul Tripathi,India,Batsman,Middle Order Anchor,"Wankhede Stadium, Mumbai > Rajiv Gandhi International Stadium, Uppal, Hyderabad > Maharashtra Cricket Association Stadium > Sawai Mansingh Stadium",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Mohammed Shami,Not Available,134.2,141.3,12.0,0.0,0,6,Kolkata Knight Riders
SN Khan,Sarfaraz Khan,India,Batsman,Middle Order Anchor,"M Chinnaswamy Stadium > Dr DY Patil Sports Academy, Mumbai > MA Chidambaram Stadium > MA Chidambaram Stadium, Chepauk, Chennai",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,RA Jadeja,Not Available,134.2,163.3,18.0,18.0,0,2,Delhi Capitals
DA Miller,David Miller,South Africa,Batsman,Middle Order Anchor,"Punjab Cricket Association Stadium, Mohali > Narendra Modi Stadium, Ahmedabad > Wankhede Stadium, Mumbai > Arun Jaitley Stadium, Delhi",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,SL Malinga,Not Available,134.1,165.8,0.0,0.0,0,0,Delhi Capitals
ST Jayasuriya,Sanath Jayasuriya,Sri Lanka,All-Rounder,Top Order Aggressor,Wankhede Stadium > Feroz Shah Kotla > Kingsmead > St George's Park,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,DW Steyn,V Sehwag,134.0,0.0,7.77,8.46,13,301,Mumbai Indians
JJ Roy,Jason Roy,England,Batsman,Top Order Aggressor,"Eden Gardens, Kolkata > Wankhede Stadium > Zayed Cricket Stadium, Abu Dhabi > Dubai International Cricket Stadium",Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,YS Chahal,Not Available,133.5,178.3,0.0,0.0,0,0,Kolkata Knight Riders
CRD Fernando,Dilhara Fernando,Sri Lanka,Bowler,Death Over Finisher,M Chinnaswamy Stadium > Dr DY Patil Sports Academy,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Elite threat. Treat with immense respect. Focus on rotating the strike and attacking others.,Frontline strike bowler. See off their best spells and attack the weaker backups.,Not Available,V Kohli,133.3,133.3,7.18,8.53,17,249,Mumbai Indians
VRV Singh,VRV Singh,India,Bowler,Death Over Finisher,"Punjab Cricket Association Stadium, Mohali",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Solid squad bowler. Exploit their lack of raw pace with calculated aggression.,Not Available,MS Dhoni,133.3,133.3,8.77,8.54,12,371,Kings XI Punjab
AN Ahmed,Abu Nechim Ahmed,India,Bowler,Death Over Finisher,Eden Gardens > Wankhede Stadium,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Solid squad bowler. Exploit their lack of raw pace with calculated aggression.,Not Available,DA Warner,133.3,133.3,8.25,10.35,12,362,Royal Challengers Bangalore
N Rana,Nitish Rana,India,All-Rounder,Middle Order Anchor,"Eden Gardens > Wankhede Stadium > Eden Gardens, Kolkata > MA Chidambaram Stadium, Chepauk, Chennai",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,YS Chahal,Abhishek Sharma,133.3,171.5,8.74,6.75,10,223,Delhi Capitals
B Akhil,Balachandra Akhil,India,Bowler,Death Over Finisher,SuperSport Park > Wankhede Stadium,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Solid squad bowler. Exploit their lack of raw pace with calculated aggression.,Not Available,AC Gilchrist,133.3,136.1,7.52,10.82,6,193,Royal Challengers Bangalore
DAJ Bracewell,Doug Bracewell,New Zealand,New Addition,Death Over Finisher,M Chinnaswamy Stadium,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,133.3,133.3,7.68,10.0,3,25,Delhi Daredevils
JPR Scantlebury-Searles,Javon Searles,West Indies,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,133.3,133.3,11.87,17.14,2,45,Kolkata Knight Riders
P Chopra,Prashant Chopra,India,New Addition,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,133.3,0.0,0.0,0.0,0,0,Rajasthan Royals
K Upadhyay,Krishnakant Upadhyay,India,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,133.3,133.3,8.68,0.0,0,56,Pune Warriors India
AC Gilchrist,Adam Gilchrist,Australia,Batsman,Top Order Aggressor,"Himachal Pradesh Cricket Association Stadium > Punjab Cricket Association Stadium, Mohali > Rajiv Gandhi International Stadium, Uppal > Dr DY Patil Sports Academy",Unknown,Not Available,0,Vulnerable to around-the-wicket seamers angling the ball into his pads.,Attack his stumps with off-spin from round the wicket.,Not a regular bowler.,Explosive opener. Deny him width to cut and slash. Keep the field up on the leg side.,IK Pathan,Not Available,133.1,196.9,0.0,0.0,1,1,Kings XI Punjab
JR Hopes,James Hopes,Australia,All-Rounder,Top Order Aggressor,"Feroz Shah Kotla > Punjab Cricket Association Stadium, Mohali > Wankhede Stadium",Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,Z Khan,AT Rayudu,132.8,137.0,8.91,11.26,14,369,Delhi Daredevils
AK Markram,Aiden Markram,South Africa,All-Rounder,Middle Order Anchor,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow > Rajiv Gandhi International Stadium, Uppal, Hyderabad > Eden Gardens, Kolkata > Wankhede Stadium, Mumbai",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Target this bowler aggressively. High economy rate suggests frequent loose boundary deliveries.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,SP Narine,DP Conway,132.7,168.5,9.11,8.73,6,226,Lucknow Super Giants
MS Dhoni,MS Dhoni,India,Batsman,Death Over Finisher,"MA Chidambaram Stadium, Chepauk > Maharashtra Cricket Association Stadium > M Chinnaswamy Stadium > Eden Gardens",Unknown,Wicketkeeper,1,Cannot quickly pivot to play the short ball anymore. Bowl extreme pace directed precisely at his ribcage.,"Bowl wide, flat darts outside off stump. Do not bowl into his pads.",Not a regular bowler.,Legendary finisher. Deny him the helicopter shot by attacking the body with raw pace.,Z Khan,Not Available,132.6,166.5,0.0,0.0,0,0,Chennai Super Kings
RD Gaikwad,Ruturaj Gaikwad,India,Batsman,Top Order Aggressor,"MA Chidambaram Stadium, Chepauk, Chennai > Dubai International Cricket Stadium > Wankhede Stadium, Mumbai > Maharashtra Cricket Association Stadium, Pune",Unknown,Not Available,0,Tentative against sharp inswing in the first two overs. Target the front pad.,Gets tucked up by left-arm orthodox sliding into him.,Not a regular bowler.,Classical timer. Deny him width and attack his body with high pace.,Arshdeep Singh,Not Available,132.6,171.0,0.0,0.0,0,0,Chennai Super Kings
SK Raina,Suresh Raina,India,All-Rounder,Middle Order Anchor,"MA Chidambaram Stadium, Chepauk > Wankhede Stadium > Eden Gardens > Saurashtra Cricket Association Stadium",Unknown,Not Available,0,Notorious weakness against aggressive short-pitch bowling aimed at the throat.,Excellent against spin. Bowl flat darts to restrict boundaries.,Part-time off-spinner. Look to rotate strike.,Mr. IPL. Bring on your fastest bowler immediately and enforce a heavy short-ball barrage.,Harbhajan Singh,RR Pant,132.5,165.3,7.21,8.31,25,930,Chennai Super Kings
VR Iyer,Venkatesh Iyer,India,Batsman,Middle Order Anchor,"Eden Gardens, Kolkata > Wankhede Stadium, Mumbai > Sharjah Cricket Stadium > Dubai International Cricket Stadium",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,M Jansen,RR Pant,132.5,150.4,10.21,9.43,3,84,Royal Challengers Bengaluru
F du Plessis,Faf du Plessis,South Africa,Batsman,Top Order Aggressor,"M Chinnaswamy Stadium, Bengaluru > Wankhede Stadium, Mumbai > MA Chidambaram Stadium, Chepauk > Dubai International Cricket Stadium",Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,TA Boult,Not Available,132.4,170.6,16.0,16.0,0,6,Royal Challengers Bengaluru
DR Smith,Dwayne Smith,West Indies,All-Rounder,Top Order Aggressor,Wankhede Stadium > Feroz Shah Kotla > Eden Gardens > M Chinnaswamy Stadium,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,Harbhajan Singh,SK Raina,132.3,147.4,8.73,12.4,26,557,Gujarat Lions
C de Grandhomme,Colin de Grandhomme,New Zealand,All-Rounder,Death Over Finisher,Eden Gardens > M.Chinnaswamy Stadium > Rajiv Gandhi International Stadium,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,S Kaul,SS Iyer,132.3,136.8,8.32,12.43,6,230,Royal Challengers Bangalore
Arshad Khan,Arshad Khan,India,Bowler,Death Over Finisher,"Narendra Modi Stadium, Ahmedabad > Arun Jaitley Stadium, Delhi > Wankhede Stadium, Mumbai > M Chinnaswamy Stadium, Bengaluru",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Target this bowler aggressively. High economy rate suggests frequent loose boundary deliveries.,Vulnerable to aggressive intent. Look to disrupt their length early in the over.,Kuldeep Yadav,Abishek Porel,132.2,135.6,10.04,12.42,17,336,Lucknow Super Giants
